PuzzleId,FEN,Moves,Rating,ThemeList
6w4Vj,8/2k5/5p2/2P2P1K/7b/7P/8/8 b - - 9 66,h4g5 h3h4 g5c1 h5g6,1403,"[""bishopEndgame"", ""crushing"", ""endgame"", ""short""]"
htcO5,8/3b2rk/p6p/3P1p2/P1P1pP2/4Bn1P/2Q3K1/8 w - - 3 46,g2f2 g7g2 f2g2 f3e1 g2f2 e1c2,1409,"[""advantage"", ""attraction"", ""endgame"", ""exposedKing"", ""fork"", ""long"", ""sacrifice""]"
ATxrv,1nr3k1/1q3p1p/3pN1p1/3N4/4Q3/1P6/1b3PPP/4R1K1 b - - 0 26,f7e6 d5f6 b2f6 e4b7,2234,"[""crushing"", ""discoveredAttack"", ""middlegame"", ""short""]"
AjrY1,1r1qk3/p1pn1p1p/1b1p4/8/1PB1p3/P1N1P3/2P2PrP/R2QK2R w KQ - 0 17,d1h5 d8f6 h5f7 f6f7 c4f7 e8f7,1804,"[""advantage"", ""long"", ""middlegame""]"
kqdMf,r5k1/pp3rpp/1q1pQ3/2p1n3/2P2p2/1P3NbP/PKPB2P1/R5R1 w - - 3 21,f3e5 d6e5 e6b6 a7b6,1438,"[""advantage"", ""middlegame"", ""short""]"
I9zzs,3r1rk1/pb2q1p1/1p1N2np/5p2/1P2p3/7N/P1PQ1PPP/3RR1K1 b - - 1 22,f8f6 d6f5 d8d2 f5e7 g6e7 d1d2,1674,"[""advantage"", ""kingsideAttack"", ""long"", ""middlegame""]"
CUPvC,4Q3/p4pk1/7p/6p1/1P1q2Pb/5P1K/P1B5/8 w - - 2 35,c2b3 d4f4 e8f7 f4f7 b3f7 g7f7,1660,"[""crushing"", ""endgame"", ""long""]"
TSptn,3r3r/pk3p2/Np2q2p/1Qp1p1p1/4P3/P5Pb/5P1P/2R1R1K1 b - - 5 30,e6c6 a6c5 c6c5 c1c5,1510,"[""crushing"", ""middlegame"", ""pin"", ""short""]"
pH9Kj,r4r2/2p1nk2/p1nq1p2/1p1p3Q/3P4/5N2/PP3PPP/R3R1K1 b - - 4 23,e7g6 h5h7,814,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
0dWyR,r3r1k1/p3bp1p/2p2npP/2qpQ2R/5B2/4PP2/5P2/3RK3 b - - 1 19,g6h5 e5g5 g8f8 g5g7,952,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
FXl5A,r1q1r1k1/7p/p4p2/1p1NB3/1b6/8/1PP1Q1PP/3R3K b - - 0 27,e8e5 d5f6 g8f7 e2e5,1676,"[""crushing"", ""intermezzo"", ""master"", ""middlegame"", ""short""]"
aor5x,r1b2rk1/pp1p3p/4pqp1/4n3/2B4n/2NQRN1P/PP3PP1/3R2K1 w - - 6 18,f3e5 f6f2 g1h2 f2g2,1223,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
WRkqX,8/2p4R/b1k1n3/4B3/2pP4/2P5/Nr3KPP/8 w - - 3 34,f2f3 e6g5 f3f4 g5h7,1048,"[""advantage"", ""endgame"", ""fork"", ""short""]"
e3kmf,3R4/pp3pkp/4p1p1/2rN4/1n2B2N/n6Q/1q3PPP/3K4 b - - 3 31,e6d5 h4f5 g6f5 h3g3 g7f6 g3d6,2187,"[""advantage"", ""long"", ""middlegame"", ""sacrifice""]"
JvLnX,1r6/4rkp1/1P5p/P3p3/8/Q5P1/4KP1N/R6q b - - 2 33,h1h2 a3f3 f7g8 a1h1 h2h1 f3h1,2044,"[""crushing"", ""endgame"", ""long"", ""trappedPiece""]"
IPFvg,3r3r/1k3ppp/1p1b4/1Np5/2P3n1/3nP3/PP3PPP/RNB2RK1 w - - 2 16,h2h3 d6h2 g1h1 d3f2 f1f2 d8d1 f2f1 d1f1,1823,"[""deflection"", ""fork"", ""mate"", ""mateIn4"", ""middlegame"", ""sacrifice"", ""veryLong""]"
I7TMS,8/8/5r2/3B4/8/4N2p/4K3/6k1 w - - 0 70,d5f3 f6f3 e2f3 h3h2 f3f4 h2h1q,1323,"[""advancedPawn"", ""advantage"", ""endgame"", ""long"", ""promotion"", ""sacrifice""]"
LsY02,r1bqkb1r/ppp1pppp/8/2P1P3/PPpn4/B1N2N2/5PPP/R2QK2R b KQkq - 1 11,c8g4 d1d4 d8d4 f3d4,1071,"[""advantage"", ""opening"", ""short""]"
6lz9c,r1b1r1k1/p1p2ppp/2p3q1/2bp4/3NP3/2P5/PP4PP/RNBQ1RK1 w - - 3 13,e4d5 c8g4 d1d2 e8e2,2373,"[""advantage"", ""opening"", ""pin"", ""short""]"
KxXoY,4r1k1/pp6/1np1Pn1q/4Q3/3P4/6P1/1P5P/5RK1 b - - 4 30,f6d7 e6d7 e8e5 d7d8q e5e8 d8e8,1239,"[""advancedPawn"", ""crushing"", ""endgame"", ""exposedKing"", ""long"", ""promotion""]"
MKxll,4k2r/rppbqppp/p1n1pn2/3p4/2PP1B2/PQPBPN2/5PPP/R3K2R w KQk - 5 11,f4c7 d5c4 d3c4 b7b5 c7b6 b5c4,2261,"[""advantage"", ""long"", ""middlegame""]"
4FBCN,rn1qr3/1bp1npk1/1p2p1p1/p6p/P3N2P/1B1P1N2/1PPQ1PP1/2KR3R b - - 0 14,b7e4 d2c3 f7f6 d3e4,1709,"[""advantage"", ""intermezzo"", ""master"", ""middlegame"", ""short""]"
WfQv5,1R6/5r2/5k1p/p1p1pb1P/2Pb1p2/8/P3KP2/6R1 b - - 1 43,f7g7 b8b6 f6f7 b6b7,1654,"[""crushing"", ""endgame"", ""short""]"
2i54E,5rk1/2p1np1p/pq4pB/1n1p1P2/4P3/2PP3P/1QP1B3/5KR1 b - - 3 23,f8d8 c3c4 b6d4 b2d4,2254,"[""advantage"", ""middlegame"", ""short""]"
cBtom,r1bqkb1r/pp3ppp/2n1pn2/1B1p4/3P4/1P3N2/P1P2PPP/RNBQK2R w KQkq - 2 7,f3e5 d8a5 c2c3 a5b5,1184,"[""advantage"", ""fork"", ""opening"", ""short""]"
MfngR,4QR2/1pp3p1/p2p1rkp/6q1/1P6/3P2P1/P6P/7K b - - 9 33,g6f5 e8e4,1378,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove""]"
NFnBZ,r1bqk2r/pp1p1ppp/2n1p3/6P1/1b2nP2/2N5/PPPB3P/R2QKBNR b KQkq - 2 10,d8b6 c3e4 b6e3 d1e2 b4d2 e4d2,1586,"[""advantage"", ""hangingPiece"", ""long"", ""opening""]"
G9y9K,2r3k1/5pp1/p6p/1prR4/q7/P3PP2/2PQ2PP/2R3K1 b - - 0 24,c5c2 d5d8 c8d8 d2d8 g8h7 d8d3,1732,"[""crushing"", ""endgame"", ""long""]"
b55Uc,r1bq1rk1/1p3ppp/p1n2n2/6B1/Nb1p4/1N1B4/PPP2PPP/R2Q1RK1 b - - 1 12,c8g4 g5f6 g4d1 f6d8 d1c2 d3c2,1568,"[""crushing"", ""long"", ""middlegame""]"
nUOlP,7k/p6p/5p2/2Q5/8/2P1RP1q/2r2P1P/6rK w - - 0 31,h1g1 c2c1 e3e1 c1e1,789,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
xZgql,r4k1B/pppqbp2/2n3p1/2Pp1nNp/1P6/P3Pp2/3PQP1P/R3K1R1 w Q - 0 22,e2f3 f7f6 g5h7 f8f7 h8f6 e7f6 h7f6 f7f6,2640,"[""advantage"", ""defensiveMove"", ""middlegame"", ""veryLong""]"
SrDHJ,3qk1nr/4bpp1/Q3p2p/3pP3/b2P4/1p3N2/r4PPP/1RBB1RK1 b k - 0 21,d8b8 d1b3 a4b3 a6a2 b3a2 b1b8,1834,"[""crushing"", ""long"", ""opening"", ""trappedPiece""]"
dBknM,5k1r/5pbp/p3b1p1/3p4/3n4/1q1BQ3/5PPP/1R4K1 b - - 3 26,d4f5 e3c5 f8g8 b1b3,1383,"[""advantage"", ""middlegame"", ""short""]"
j6dXC,Rr5k/6pp/3p4/1rqBp3/4Pp2/5P1P/Q4PK1/8 b - - 7 50,b5b2 a2b2 b8a8 d5a8,1568,"[""crushing"", ""endgame"", ""pin"", ""short""]"
tpaDy,rnbqkbnr/1p2pppp/p2p4/8/2B1P3/5N2/PB3PPP/RN1Q1RK1 b kq - 1 7,h7h6 c4f7 e8f7 f3e5 d6e5 d1d8,2224,"[""attackingF2F7"", ""attraction"", ""crushing"", ""long"", ""opening"", ""sacrifice""]"
HbyOO,r5k1/5pp1/7p/p7/1pn5/P1K1PP2/4b1PP/R3B2R w - - 0 27,a3b4 a5b4 c3b4 a8a1,1091,"[""advantage"", ""discoveredAttack"", ""endgame"", ""short""]"
Eh1rU,1r1q1k1r/1Q2nBp1/2n1Pp1p/p2p4/2p5/7P/P2N2PB/R4R1K w - - 1 30,b7d7 d8d7 e6d7 f8f7,1194,"[""advantage"", ""middlegame"", ""short""]"
wQaGh,2r2r2/1b1qp1bk/p2p2pN/1ppP3p/4P3/PP2Q2P/2P1N1P1/2R2RK1 w - - 0 22,f1f8 c8f8 h6f5 g6f5,2137,"[""crushing"", ""middlegame"", ""short""]"
qLMzW,8/4Q3/2p5/1k2P3/5R2/2q3rP/6P1/7K w - - 12 48,e5e6 c3c1 h1h2 c1f4,1650,"[""crushing"", ""endgame"", ""fork"", ""short""]"
p6a0s,8/p5p1/2p4p/1pP3pP/PP1Pk1P1/2K5/8/8 b - - 0 40,b5a4 b4b5 c6b5 c5c6 e4d5 c6c7,1608,"[""advancedPawn"", ""crushing"", ""endgame"", ""long"", ""pawnEndgame""]"
dpY2M,3r2k1/Q1p2ppp/5q2/8/1N6/P7/1r3PPP/R3R1K1 w - - 0 27,a7c7 f6f2 g1h1 f2g2,1293,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
TajnK,2r3k1/5ppp/p2Pp3/4P3/q3b3/4B3/P3QPPP/6K1 b - - 2 27,a4c4 e2c4 c8c4 d6d7,1508,"[""advancedPawn"", ""crushing"", ""endgame"", ""short""]"
ybWDP,4rR1k/8/2b3Qp/8/pPp4P/2P1q3/1P4P1/5R1K b - - 0 31,e8f8 f1f8,912,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove""]"
STOTU,2kr3r/1pp3b1/p2pp2p/3n2p1/q7/P2P1P2/1PPQ1BPP/1K1R1B1R w - - 1 21,c2c4 d5c3 b2c3 a4b3 d2b2 b3d1,2027,"[""advantage"", ""deflection"", ""long"", ""middlegame"", ""queensideAttack"", ""sacrifice""]"
NpqdD,r1b2rk1/pp5p/4pBpP/2p1P3/6Q1/2q1P3/P5P1/3R1K1R b - - 0 22,c3e5 g4g6 h7g6 h6h7 g8f7 f6e5,1753,"[""advancedPawn"", ""crushing"", ""kingsideAttack"", ""long"", ""middlegame"", ""sacrifice""]"
eqrQ5,r1b2rk1/pp3ppp/4p2q/2pp1n2/6Q1/1P1BPN2/P1P2PPP/R4RK1 b - - 5 15,e6e5 d3f5 c8f5 g4f5,1059,"[""advantage"", ""middlegame"", ""short""]"
5uRbI,4N2k/p3qpb1/2Q4p/6p1/3p4/1PnP4/PBP2PPP/5K2 w - - 3 26,c6c8 e7e2 f1g1 e2d1,856,"[""backRankMate"", ""endgame"", ""mate"", ""mateIn2"", ""short""]"
jFMBa,4r1k1/1b1nr3/pp4pp/3p1q2/3p1P2/3P1B1N/PPP2Q1P/R3R2K w - - 4 28,f2g2 e7e1 a1e1 e8e1,653,"[""crushing"", ""kingsideAttack"", ""middlegame"", ""short""]"
FrGUF,8/5k2/1P3p2/3b2p1/1R1Pn1P1/R3K3/5r2/8 b - - 1 53,f2c2 b6b7 d5b7 b4b7,1827,"[""advancedPawn"", ""crushing"", ""endgame"", ""master"", ""short""]"
Byjoe,8/5p2/P1k4p/8/3K4/1P6/8/8 w - - 0 41,d4e4 c6b6 b3b4 b6a6,1972,"[""crushing"", ""endgame"", ""pawnEndgame"", ""short""]"
mXu1I,5rk1/p4ppp/N4b2/B7/P7/3nP1P1/1r3P1P/R4KNR w - - 0 21,a1a3 b2f2,1180,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
Kwpyw,8/2k2p2/1R1p4/p2Pn1pp/r3P3/4K3/6PP/1R6 w - - 0 34,e3d2 e5c4 d2c3 c4b6,1024,"[""crushing"", ""endgame"", ""fork"", ""short""]"
gExUJ,r5r1/pp1nP2k/2b4p/3pP3/2pP4/2P1Q3/Pq1N3P/R4R1K b - - 2 22,a8e8 f1f7 g8g7 f7g7,1126,"[""crushing"", ""middlegame"", ""short""]"
ikVo2,4Rrk1/p1p2qpp/2Q5/8/6P1/P1N3bP/1P3P1K/8 w - - 0 29,h2g3 f7f2,1470,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove""]"
Q5UDb,r1b2rk1/pp1q2pp/3p4/3BN3/4P1n1/1nN1P3/PP4PP/R4RK1 b - - 0 16,g8h8 f1f8,1213,"[""backRankMate"", ""hangingPiece"", ""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
TW8S1,2r5/4Rp1k/1bNp2pp/p2P4/P7/2PB1qPb/3Q1P1P/6K1 w - - 2 31,d3e4 b6f2 d2f2 f3d1 f2e1 d1e1,1494,"[""kingsideAttack"", ""long"", ""mate"", ""mateIn3"", ""middlegame"", ""sacrifice""]"
TRdg7,r4r1k/1b4pp/pqnp1p2/1p1Bn2R/3NP3/P1N1P2P/1P2Q1P1/3R2K1 b - - 6 23,c6d4 h5h7 h8h7 e2h5,1177,"[""attraction"", ""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""sacrifice"", ""short""]"
6Uk7h,1k2r3/pp3p1p/2nNbb1B/q1p5/8/1P1Q4/P1PP1P1P/2KR2N1 w - - 1 20,d6e8 a5a3 c1b1 a3b2,1442,"[""mate"", ""mateIn2"", ""middlegame"", ""queensideAttack"", ""short""]"
AE6QB,4rr2/pbpp1pk1/1p1b2p1/1P5q/2BP2n1/P1Q2PPP/3B3K/4RR2 w - - 0 27,f3g4 h5h3 h2h3 f8h8 d2h6 h8h6,1777,"[""attraction"", ""long"", ""mate"", ""mateIn3"", ""middlegame"", ""pillsburysMate"", ""sacrifice""]"
z2Y1o,r4rk1/pp3q2/3p3p/1Q2bpp1/5p2/3B3P/PPP3P1/1RB3K1 b - - 3 23,f7a2 d3c4 a2c4 b5c4,1137,"[""advantage"", ""fork"", ""middlegame"", ""short""]"
fNNbO,2Q4k/4BBbp/2p3p1/2P2b2/4pNq1/P4nP1/1P3P2/3R1K2 b - - 0 36,f5c8 d1d8 g7f8 e7f6,1672,"[""doubleBishopMate"", ""mate"", ""mateIn2"", ""middlegame"", ""pin"", ""short""]"
VMsWX,2k4r/5p2/3p2p1/2pP2b1/p1Pn4/PpB1N1P1/1P3PKp/7R b - - 9 35,g5e3 f2e3 h8e8 e3d4 c5d4 c3d4,1346,"[""advantage"", ""endgame"", ""long""]"
3CaJg,8/7p/8/kp2Kp2/5P2/8/6PP/8 w - - 0 39,e5f5 b5b4 f5e6 b4b3,564,"[""crushing"", ""endgame"", ""master"", ""pawnEndgame"", ""quietMove"", ""short""]"
BqQ7i,8/pp2bk2/2p2ppp/8/2P2P2/1P1BP1PK/P5Q1/3q4 w - - 2 38,g2e4 f6f5 d3e2 d1e2,1825,"[""crushing"", ""endgame"", ""short""]"
fbAks,6k1/pp3pb1/1q1p2pp/8/3p3P/1N2rN2/P2Q2P1/K1R5 w - - 0 26,b3d4 e3f3 g2f3 g7d4 d2d4 b6d4,1796,"[""crushing"", ""intermezzo"", ""long"", ""middlegame"", ""pin""]"
OYyj9,r4rk1/ppp2p1p/2n3pP/b2N4/4P3/2PP1QP1/2qBKP2/5B1R b - - 7 24,c6e5 d5e7 g8h8 f3f6,1906,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
i26U2,4r1nr/pp1k1p1p/1q1b4/3pnN2/8/2P5/PP1NQPPP/R1B1K2R w KQ - 3 14,f5d6 e5d3 e1f1 e8e2,1388,"[""crushing"", ""discoveredAttack"", ""middlegame"", ""pin"", ""short""]"
Z8xzY,2r2nk1/pp2brpp/1q2p3/B2pP3/3P4/P4NN1/1PBQ1KPP/R4b2 b - - 0 24,b6b2 c2h7 f8h7 d2b2,1335,"[""advantage"", ""discoveredAttack"", ""middlegame"", ""short""]"
NVJXX,2krr3/p1pq1p2/1pn4p/3pP1p1/6Pn/2PNB2P/PP2QP2/2KRR3 b - - 2 19,c6e5 d3e5 e8e5 e2a6 c8b8 e3b6 a7b6 e1e5,1905,"[""advantage"", ""clearance"", ""discoveredAttack"", ""middlegame"", ""queensideAttack"", ""veryLong""]"
J08mf,1r3rk1/p5b1/2pp1qpp/4p3/2P1P3/1PN3Pb/P3B2P/2RQR1K1 w - - 1 20,e2g4 f6f2 g1h1 h3g2,1345,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
uBNTZ,r1b1r3/4q3/p3P2p/n7/Pp1B1kn1/1P1B1NP1/5P2/R3R1K1 b - - 0 31,f4f3 d3e4,1299,"[""mate"", ""mateIn1"", ""middlegame"", ""morphysMate"", ""oneMove""]"
W8pLv,r2qbr2/pp4k1/4pp2/3pN1p1/2pP2P1/2P1PR2/PPQ4P/4R1K1 b - - 0 21,f6e5 f3f8 g7f8 c2h7 e8f7 e1f1,2025,"[""advantage"", ""long"", ""middlegame""]"
u5NnL,2r5/6k1/6p1/1p1B1pK1/1Pn2p2/2R1b3/8/5R2 w - - 0 41,d5c4 c8c4 c3c4 b5c4,2094,"[""crushing"", ""endgame"", ""short""]"
AzKpL,2r5/4p1k1/2q3p1/1r2p3/7P/pP1Q4/K2R2R1/8 b - - 1 32,c8b8 h4h5 g6g5 g2g5 g7h8 g5g6,1945,"[""crushing"", ""endgame"", ""long"", ""pin""]"
cuMGO,5r2/p7/k1p5/3p1p2/RPb5/4B3/2P2KP1/8 b - - 0 31,a6b5 a4a5 b5b4 e3d2,2174,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
rAh2w,8/4b1kP/4pp2/3p3P/3n1P2/3Q4/r1r1NK2/6N1 b - - 0 42,d4e2 d3g6 g7h8 g6g8,1008,"[""endgame"", ""master"", ""mate"", ""mateIn2"", ""short""]"
ogUau,r1bqr1k1/pp2npp1/1nP4p/1B6/8/B1P2N2/P4PPP/1R1Q1RK1 b - - 0 14,b7c6 d1d8 e8d8 a3e7 c6b5 e7d8,1960,"[""advantage"", ""attraction"", ""capturingDefender"", ""long"", ""opening""]"
8iH4S,rb1q3r/1p2nkpp/2p2p2/p7/N1Pp4/P2P4/1P1B1PPP/R3QRK1 w - - 0 18,a4c5 d8d6 f2f4 d6c5,1768,"[""advantage"", ""middlegame"", ""short""]"
PpNq7,r3r3/p3p1kp/3pP3/3P1p2/1p3P2/q2BQ2P/6R1/7K b - - 1 34,g7h8 e3d4,1213,"[""endgame"", ""master"", ""mate"", ""mateIn1"", ""oneMove""]"
KOW83,r4rk1/1p3qp1/1ppQ3p/4n3/8/4N2P/PP2nPP1/R1B2R1K b - - 2 21,e2g3 f2g3 f7f1 e3f1,1056,"[""advantage"", ""hangingPiece"", ""middlegame"", ""short""]"
zWEFJ,7r/p5k1/4q2p/1pQ3pR/2pP1pP1/P6P/1P3P2/6K1 w - - 0 49,c5b5 e6e1 g1h2 e1f2,833,"[""crushing"", ""deflection"", ""endgame"", ""short""]"
VxXcI,1r3rk1/5ppp/p1pP4/1pN1pq2/3P4/2P1P3/P3Bn1K/R2Q1R2 w - - 0 22,d1e1 f5h3 h2g1 h3g3,1584,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
JlziP,8/8/8/2r2p1K/k2B3P/5P2/8/8 b - - 2 48,c5d5 d4f6 a4b3 f3f4 b3c4 h5g6 c4d3 h4h5 d3e4 h5h6,2664,"[""crushing"", ""endgame"", ""quietMove"", ""veryLong""]"
NSKYA,8/4R3/8/1p6/5k2/P3pp2/1P6/1K6 w - - 2 49,e7f7 f4g3 b1c2 g3f2 f7e7 f2e2 c2c3 f3f2,2368,"[""advancedPawn"", ""crushing"", ""defensiveMove"", ""endgame"", ""rookEndgame"", ""veryLong""]"
hdzZI,8/8/3R1n2/3pBkp1/2bP4/7P/1P4PK/1r6 b - - 14 40,f6e4 g2g4,1238,"[""endgame"", ""master"", ""mate"", ""mateIn1"", ""oneMove""]"
3Wig5,6B1/8/7P/5p2/8/4p1k1/6r1/R5K1 w - - 4 73,g1f1 e3e2 f1e1 g2g1 e1e2 g1a1,1437,"[""advancedPawn"", ""crushing"", ""endgame"", ""exposedKing"", ""long"", ""skewer""]"
u5VDN,4rrk1/pp1n1ppp/2p2n2/5R2/2BP1B2/6q1/PPP3P1/R4QK1 b - - 1 17,g3h4 g2g3 h4g4 f5g5 g4g5 f4g5,2058,"[""crushing"", ""long"", ""middlegame"", ""trappedPiece""]"
3iCZW,8/8/1p6/p2k1p2/P4RbP/1Prp2P1/2P4K/2R5 w - - 0 42,f4g4 f5g4 c1d1 c3c2,2048,"[""crushing"", ""endgame"", ""hangingPiece"", ""rookEndgame"", ""short""]"
3gXWs,6k1/2R3p1/1b6/p2Pp1B1/P6P/8/5rP1/6K1 w - - 1 29,c7c8 f2f8 g1h2 f8c8,1183,"[""crushing"", ""discoveredAttack"", ""discoveredCheck"", ""endgame"", ""short""]"
qzP9E,rnbqkb1r/pp2p2N/5np1/3p4/8/3B4/PPP2PPP/RNBQK2R b KQkq - 0 8,f6h7 d3g6 e8d7 d1d5,1345,"[""crushing"", ""discoveredAttack"", ""interference"", ""master"", ""opening"", ""short""]"
72k04,r7/1b6/p4k2/1pR2pp1/8/2PB4/P1P2P2/7K w - - 4 30,h1h2 a8h8 h2g3 f5f4 g3g4 h8h4,1031,"[""endgame"", ""exposedKing"", ""long"", ""mate"", ""mateIn3"", ""pillsburysMate""]"
rXYDy,8/2R5/3n2r1/pp5p/3kpR2/1P1p2P1/P2K3P/8 w - - 0 37,c7c6 d6c4 b3c4 g6c6,1316,"[""crushing"", ""discoveredAttack"", ""endgame"", ""short""]"
jfLu1,8/8/R4p2/3pk2N/2b3P1/1rn1KB2/8/8 w - - 10 46,a6f6 c3e4,1663,"[""discoveredAttack"", ""discoveredCheck"", ""endgame"", ""master"", ""mate"", ""mateIn1"", ""oneMove"", ""pillsburysMate""]"
xvJgZ,1rr5/7k/p2q3p/1b1p2p1/p2B1p2/2P1R2P/5QP1/R5K1 b - - 0 36,f4e3 f2f7,766,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
AfwDv,r1r5/Rpk2pp1/1nNq4/QP1p3p/4p3/2P1P2P/1P3PP1/5RK1 w - - 11 23,c6b4 a8a7 a5a7 c8a8 a7a8 b6a8,1182,"[""advantage"", ""clearance"", ""long"", ""middlegame"", ""trappedPiece""]"
jyf16,r1bqk1nr/ppp1bpQp/3p4/6N1/2n1P2P/8/PPP2PP1/RNB1K2R b KQkq - 0 8,e7f6 g7f7,844,"[""attackingF2F7"", ""mate"", ""mateIn1"", ""oneMove"", ""opening""]"
TBrva,r2qk1nr/pQp4p/4bpp1/8/1bNnp3/2NP4/PPP2PPP/R1B1KB1R w KQkq - 1 10,b7b4 d4c2 e1d1 c2b4,1043,"[""crushing"", ""fork"", ""middlegame"", ""pin"", ""short""]"
oWRZp,8/8/p3r3/8/Pp1krR2/1P6/1KP5/5R2 b - - 0 37,e4f4 f1f4 d4c5 f4c4 c5b6 c4b4,1579,"[""crushing"", ""deflection"", ""endgame"", ""long"", ""rookEndgame""]"
CltVP,r4rk1/pp3ppp/2b5/8/4Nn1q/PP1PQ2P/B1P4K/R5R1 b - - 6 25,f4d5 e3d4 h4f4 g1g3 f7f6 b3b4,2278,"[""crushing"", ""defensiveMove"", ""long"", ""middlegame""]"
EWv4O,8/r6p/8/2k5/4R3/p2K2P1/2P4P/8 w - - 1 43,e4e1 a3a2 e1a1 c5b4,2049,"[""advancedPawn"", ""advantage"", ""defensiveMove"", ""endgame"", ""rookEndgame"", ""short""]"
jC1DY,r4rk1/2p1qppp/2p2n2/p1b2R2/4P3/PP1QP3/1B1N2PP/R5K1 w - - 1 19,f5c5 e7c5 b2f6 g7f6,907,"[""advantage"", ""hangingPiece"", ""middlegame"", ""short""]"
kKuSv,2k4r/pp3pp1/4p1p1/8/2PR3r/1P4n1/P4PP1/5RK1 w - - 0 25,d4h4 g3e2 g1h1 h8h4,1416,"[""endgame"", ""intermezzo"", ""master"", ""mate"", ""mateIn2"", ""short""]"
ysePi,3r2k1/pp5p/2p2rp1/2b5/6N1/8/PP2RP1P/4R1K1 b - - 6 27,f6f5 g4h6 g8g7 h6f5,1425,"[""advantage"", ""endgame"", ""fork"", ""short""]"
4L0pC,6k1/2r1npp1/1p2p2p/pP2P3/P1p1rP2/R6P/4NKP1/2R5 b - - 10 32,e7f5 f2f3 e4e2 f3e2,1751,"[""advantage"", ""endgame"", ""short""]"
oFqGc,2R5/5kpp/p2q1r2/3r4/4pp1Q/2P4P/P4PP1/3R2K1 w - - 2 30,h4h5 d5h5 d1d6 f6d6,1662,"[""endgame""]"
jN9u2,6k1/p1p2p2/3pr1q1/5QP1/P7/1P6/K1P3P1/7R w - - 3 30,f5f4 g6c2 a2a3 e6e2 f4c1 c2a2,2315,"[""crushing"", ""endgame"", ""long"", ""master"", ""masterVsMaster""]"
dobwk,r3k2r/ppp2ppp/1b6/3N1q2/3P4/P3PnP1/1P2QP1P/R1B2K1R w kq - 5 16,d5b6 f5h3,1432,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
YfhZw,r4b1k/pp1Q1Rp1/2p4p/8/6rq/3PP3/PPP3P1/5RK1 b - - 0 21,h4h3 f7f8 a8f8 f1f8 h8h7 d7f5,1071,"[""crushing"", ""kingsideAttack"", ""long"", ""middlegame""]"
uP7bA,r1b1r1k1/pp3pb1/2p2qn1/4P3/2Pp4/1P4Pp/PB1NQ2N/4RRK1 b - - 0 27,f6e5 e2f2 e5e1 f1e1 e8e1 f2e1,2201,"[""advantage"", ""long"", ""middlegame""]"
94i1f,r3k1r1/pp1qn1b1/3p3p/2pP1p2/4PB2/2N3Q1/PPP3PP/R4RK1 w q - 0 19,e4f5 g7d4 g1h1 g8g3,1373,"[""crushing"", ""discoveredAttack"", ""kingsideAttack"", ""middlegame"", ""short""]"
cG1vn,r6k/p3Q1pp/2p5/1p3b2/2B3P1/2PP4/P2q3P/5R1K w - - 0 26,f1f5 d2d1 h1g2 d1g4,1107,"[""advantage"", ""endgame"", ""short""]"
qm3Zd,r4rk1/pp2pp1p/3p2p1/1qp5/3nP1b1/P1BPQN2/1PP2PP1/1R3RK1 b - - 3 16,d4c2 e3h6 f7f6 f3g5,1398,"[""advantage"", ""middlegame"", ""short""]"
2YJC4,8/p2r1p1p/1pk3p1/8/1P3PP1/4PK1P/8/3R4 w - - 5 35,d1d7 c6d7 b4b5 d7d6 e3e4 d6c5,1244,"[""advantage"", ""endgame"", ""long""]"
2CgPq,r2q1r2/1Q5k/pp2Bb1p/2p5/5P2/3Pn3/PPP4P/3R1R1K b - - 0 27,d8e7 b7e4 h7h8 e4e3,1636,"[""advantage"", ""fork"", ""middlegame"", ""short""]"
GhbMa,r2q1rk1/ppp1bppp/8/3p1N2/4nP2/1P5P/1PP3P1/R1BQR1K1 w - - 0 17,d1d5 e7c5 d5c5 e4c5,1645,"[""crushing"", ""middlegame"", ""short""]"
CjaUm,3r1rQk/p5pp/1p5N/4Pp2/q7/P7/1P3PPP/3R2K1 b - - 6 31,f8g8 h6f7,1030,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove"", ""smotheredMate""]"
